Date,Oil_Dubai_Oman_USD_per_bbl,Inflation_Asia_Avg_pct,Population_Growth_Asia_Avg_pct,Population_Total_Asia_Avg_millions,ENSO_Nino34_Anomaly,Fertilizer_Composite_USD_per_mt
2008-07-01,131.2247826087,7.181424567796046,1.238367707571911,505.5867314198543,26.99,741.6
2008-08-01,113.21095238095,6.663139189006864,1.2332223607572195,506.02055565437155,26.72,763.5
2008-09-01,95.96954545455,6.144853810217681,1.2280770139425279,506.4543798888889,26.47,725.55
2008-10-01,68.62086956522,5.643287314615245,1.2230976460573426,506.87420979326043,26.37,689.2
2008-11-01,51.3835,5.125001935826062,1.217952299242651,507.3080340277778,26.25,519.9
2008-12-01,40.99681818182,4.623435440223627,1.2129729313574658,507.7278639321494,25.74,427.2
2009-01-01,44.96714285714,4.105150061434443,1.2078275845427742,508.1616881666667,25.66,385.725
2009-02-01,43.138,4.273780288258176,1.2051963128738663,508.5989931488585,25.96,389.025
2009-03-01,45.57590909091,4.4260914608731605,1.202819680398724,508.99397829406394,26.59,402.76
2009-04-01,50.18,4.594721687696893,1.200188408729816,509.4312832762557,27.47,364.35
2009-05-01,57.39571428571,4.757912229784377,1.1976420167921633,509.85448164611876,27.99,340.325
2009-06-01,69.21090909091,4.926542456608109,1.1950107451232557,510.2917866283105,28.04,319.26
2009-07-01,64.96956521739,5.089732998695593,1.192464353185603,510.7149849981735,27.78,287.325
2009-08-01,71.32428571429,5.258363225519326,1.189833081516695,511.1522899803653,27.42,274.58000000000004
2009-09-01,67.90818181818,5.4269934523430585,1.1872018098477872,511.5895949625571,27.4,250.575
2009-10-01,73.27545454545,5.590183994430542,1.1846554179101345,512.0127933324201,27.6,253.6
2009-11-01,77.62523809524,5.758814221254275,1.1820241462412269,512.4500983146119,28.16,252.04000000000002
2009-12-01,75.48863636364,5.922004763341758,1.1794777543035742,512.8732966844749,28.34,268.1
2010-01-01,76.635,6.090634990165491,1.1768464826346663,513.3106016666667,28.07,285.025
2010-02-01,73.56388888889,6.2390226482926785,1.1756754916816927,513.7577732977169,28.01,295.1
2010-03-01,77.36782608696,6.373050210472074,1.1746178224338455,514.1616702547946,28.18,297.515
2010-04-01,83.09238095238,6.5214378685992616,1.173446831480872,514.6088418858448,28.2,294.75
2010-05-01,76.874,6.6650388280771855,1.172313614429607,515.0415886255707,27.71,284.25
2010-06-01,73.98318181818,6.813426486204373,1.1711426234766333,515.488760256621,27.04,273.61
2010-07-01,72.65227272727,6.957027445682297,1.1700094064253685,515.921506996347,26.22,289.75
2010-08-01,74.18380952381,7.105415103809485,1.1688384154723948,516.3686786273972,25.47,308.33000000000004
2010-09-01,75.27047619048,7.253802761936673,1.1676674245194212,516.8158502584474,25.12,336.05
2010-10-01,80.34047619048,7.397403721414596,1.1665342074681564,517.2485969981735,25.03,356.45
2010-11-01,83.696,7.545791379541784,1.1653632165151828,517.6957686292237,25.06,366.15
2010-12-01,89.07454545455,7.689392339019708,1.1642299994639178,518.1285153689498,25.0,368.25
2011-01-01,92.369,7.837779997146896,1.1630590085109442,518.575687,25.0,369.68
2011-02-01,100.25444444444,7.618202440067082,1.1643715806887773,519.0460783246575,25.64,343.1
2011-03-01,108.57826086957,7.419874323994992,1.1655571297526264,519.4709479082192,26.36,336.44
2011-04-01,115.7,7.200296766915178,1.1668697019304595,519.9413392328768,27.05,338.375
2011-05-01,108.4645,6.987802356837938,1.168139933070298,520.3965566438357,27.41,334.6
2011-06-01,107.52454545455,6.768224799758125,1.169452505248131,520.8669479684932,27.35,422.825
2011-07-01,109.98333333333,6.555730389680885,1.1707227363879693,521.322165379452,26.87,448.15
2011-08-01,105.05666666667,6.336152832601071,1.1720353085658024,521.7925567041096,26.21,451.58000000000004
2011-09-01,106.00181818182,6.116575275521257,1.1733478807436355,522.2629480287671,25.92,456.325
2011-10-01,103.6685,5.904080865444017,1.174618111883474,522.718165439726,25.67,456.23
2011-11-01,108.58761904762,5.684503308364203,1.1759306840613069,523.1885567643835,25.52,448.95
2011-12-01,106.21857142857,5.472008898286964,1.1772009152011453,523.6437741753424,25.54,417.375
2012-01-01,109.78052631579,5.25243134120715,1.1785134873789784,524.1141655,25.67,388.88
2012-02-01,116.14619047619,5.2368622031907615,1.1759077852707955,524.5762227445355,26.08,388.1
2012-03-01,122.27590909091,5.222297525691559,1.1734701929760436,525.0084698442623,26.67,386.45
2012-04-01,117.25,5.20672838767517,1.1708644908678607,525.4705270887978,27.32,415.225
2012-05-01,107.05454545455,5.191661479917375,1.1683428436663932,525.9176792609289,27.61,432.225
2012-06-01,94.23619047619,5.176092341900986,1.1657371415582103,526.3797365054645,27.75,422.825
2012-07-01,99.22,5.161025434143191,1.1632154943567428,526.8268886775957,27.54,339.475
2012-08-01,108.37047619048,5.145456296126802,1.1606097922485599,527.2889459221311,27.32,406.4
2012-09-01,110.9645,5.129887158110414,1.158004090140377,527.7510031666667,27.1,411.35
2012-10-01,108.73272727273,5.114820250352618,1.1554824429389094,528.1981553387978,26.98,403.3
2012-11-01,107.13333333333,5.099251112336229,1.1528767408307266,528.6602125833333,26.86,395.775
2012-12-01,105.689,5.084184204578434,1.150355093629259,529.1073647554645,26.34,388.73333333333204
2013-01-01,107.58272727273,5.068615066562045,1.1477493915210761,529.569422,26.01,369.55
2013-02-01,111.09333333333,4.985779288233878,1.1416297729840774,530.0119311885844,26.24,375.325
2013-03-01,105.415,4.910959875550372,1.1361023755958206,530.411616907306,27.03,366.65
2013-04-01,101.66136363636,4.828124097222205,1.129982757058822,530.8541260958904,27.57,348.45
2013-05-01,100.31476190476,4.747960440775592,1.1240605455714037,531.2823607945205,27.53,348.375
2013-06-01,100.3285,4.6651246624474245,1.117940927034405,531.724869983105,27.3,336.825
2013-07-01,103.36217391304,4.584961006000811,1.112018715546987,532.1531046817352,26.91,328.425
2013-08-01,106.962,4.502125227672645,1.1058990970099882,532.5956138703197,26.47,316.2
2013-09-01,108.40476190476,4.419289449344477,1.0997794784729895,533.0381230589041,26.54,302.46
2013-10-01,106.30227272727,4.339125792897864,1.0938572669855713,533.4663577575342,26.52,294.05
2013-11-01,105.85380952381,4.256290014569697,1.0877376484485726,533.9088669461187,26.56,288.375
2013-12-01,107.91952380952,4.176126358123084,1.0818154369611546,534.3371016447488,26.43,291.7
2014-01-01,104.01,4.093290579794917,1.0756958184241558,534.7796108333333,26.05,311.775
2014-02-01,104.94,3.931246125381266,1.0703445793935602,535.1997828940639,26.14,315.075
2014-03-01,104.15,3.7848833923624845,1.065511202204635,535.5792931424658,27.0,316.62
2014-04-01,104.73,3.622838937948834,1.0601599631740393,535.9994652031963,27.9,292.5
2014-05-01,105.6,3.4660217240001394,1.0549813447573337,536.406083326484,28.25,295.4125
2014-06-01,108.01,3.303977269586489,1.049630105726738,536.8262553872146,27.96,302.40500000000003
2014-07-01,105.76,3.1471600556377948,1.0444514873100326,537.2328735105023,27.23,305.225
2014-08-01,101.85,2.9851156012241438,1.039100248279437,537.653045571233,26.82,307.85
2014-09-01,96.99,2.823071146810493,1.033749009248841,538.0732176319635,27.01,308.895
2014-10-01,86.57,2.666253932861799,1.0285703908321355,538.4798357552512,27.16,305.95
2014-11-01,76.73,2.504209478448148,1.0232191518015399,538.9000078159818,27.46,302.05
2014-12-01,60.52,2.3473922644994545,1.0180405333848344,539.3066259392695,27.31,301.3
2015-01-01,45.98,2.1853478100858035,1.0126892943542387,539.726798,27.05,305.15
2015-02-01,55.83,2.2061848087841947,1.010085999676031,540.1457453484018,27.17,306.475
2015-03-01,54.91,2.2250053237375806,1.0077346367408755,540.5241494050229,27.75,302.73999999999995
2015-04-01,58.8,2.245842322435972,1.0051313420626677,540.9430967534247,28.52,292.425
2015-05-01,63.69,2.266007159886028,1.002612024632144,541.3485296712328,28.85,293.9875
2015-06-01,61.78,2.2868441585844197,1.0000087299539362,541.7674770196347,28.9,302.105
2015-07-01,56.25,2.3070089960344755,0.9974894125234125,542.1729099374429,28.75,303.55
2015-08-01,47.22,2.327845994732867,0.9948861178452046,542.5918572858446,28.79,302.11
2015-09-01,46.15,2.3486829934312583,0.9922828231669969,543.0108046342466,28.93,302.375
2015-10-01,46.55,2.3688478308813146,0.9897635057364732,543.4162375520548,29.08,295.875
2015-11-01,42.22,2.389684829579706,0.9871602110582653,543.8351849004565,29.42,287.78000000000003
2015-12-01,34.77,2.4098496670297624,0.9846408936277418,544.2406178182648,29.26,277.925
2016-01-01,27.0,2.4306866657281536,0.9820375989495339,544.6595651666667,29.11,263.82
2016-02-01,29.5,2.4474157106676677,0.9799654984487035,545.0790889571948,29.01,244.025
2016-03-01,35.18,2.4630654623852775,0.9780270818511524,545.4715466967214,28.9,249.425
2016-04-01,39.04,2.4797945073247916,0.975954981350322,545.8910704872495,28.72,247.475
2016-05-01,43.95,2.4959839056533535,0.9739497228011312,546.2970612522769,28.23,243.775
2016-06-01,45.83,2.5127129505928676,0.9718776223003007,546.716585042805,27.69,229.25
2016-07-01,42.62,2.5289023489214295,0.96987236375111,547.1225758078324,26.82,232.04000000000002
2016-08-01,43.74,2.5456313938609436,0.9678002632502796,547.5420995983607,26.28,220.3625
2016-09-01,43.74,2.5623604388004573,0.9657281627494492,547.9616233888888,26.14,221.95999999999998
2016-10-01,48.26,2.578549837129019,0.9637229042002584,548.3676141539163,25.98,219.6
2016-11-01,43.77,2.5952788820685333,0.9616508036994279,548.7871379444445,25.94,219.5
2016-12-01,51.78,2.611468280397095,0.9596455451502371,549.1931287094718,26.1,219.175
2017-01-01,53.37,2.6281973253366093,0.9575734446494067,549.6126525,26.12,223.025
2017-02-01,54.17,2.6756974157379867,0.9496037211822297,549.9916406643836,26.67,238.625
2017-03-01,51.16,2.7186007231972957,0.9424052612763923,550.3339525547946,27.32,228.225
2017-04-01,52.45,2.766100813598673,0.9344355378092152,550.712940719178,28.03,221.625
2017-05-01,50.31,2.8120686430193613,0.9267229021958181,551.0797034589042,28.3,212.4
2017-06-01,46.44,2.8595687334207387,0.9187531787286409,551.4586916232877,28.06,215.06
2017-07-01,47.63,2.905536562841427,0.9110405431152437,551.8254543630137,27.54,214.05
2017-08-01,50.43,2.9530366532428047,0.9030708196480667,552.2044425273973,26.7,219.625
2017-09-01,53.86,3.000536743644182,0.8951010961808896,552.5834306917808,26.29,225.71999999999997
2017-10-01,55.58,3.04650457306487,0.8873884605674924,552.9501934315068,26.15,230.775
2017-11-01,60.58,3.0940046634662477,0.8794187371003154,553.3291815958904,25.74,242.9
2017-12-01,61.41,3.139972492886936,0.8717061014869182,553.6959443356164,25.62,235.225
2018-01-01,66.02,3.1874725832883133,0.8637363780197411,554.0749325,25.57,239.1
2018-02-01,62.79,3.136925719698807,0.8571835361502127,554.4191291520548,25.97,244.1
2018-03-01,63.29,3.0912704880695756,0.8512648402680579,554.730016450685,26.48,246.94
2018-04-01,68.43,3.0407236244800697,0.8447119983985295,555.0742131027397,27.31,248.775
2018-05-01,73.66,2.9918073048773217,0.8383705385247923,555.4073066369863,27.73,247.15
2018-06-01,73.22,2.9412604412878154,0.8318176966552638,555.751503289041,27.77,250.61999999999998
2018-07-01,72.72,2.8923441216850674,0.8254762367815266,556.0845968232877,27.42,259.976
2018-08-01,72.13,2.8417972580955615,0.8189233949119982,556.4287934753426,26.94,265.91999999999996
2018-09-01,77.02,2.791250394506055,0.8123705530424697,556.7729901273973,27.19,273.67600000000004
2018-10-01,78.96,2.742334074903307,0.8060290931687325,557.1060836616439,27.62,276.5
2018-11-01,65.11,2.691787211313801,0.7994762512992041,557.4502803136986,27.61,280.6
2018-12-01,56.47,2.6428708917110533,0.7931347914254668,557.7833738479452,27.49,269.86800000000005
2019-01-01,58.96,2.592324028121547,0.7865819495559384,558.1275705,27.19,263.026
2019-02-01,64.32,2.5948442590458023,0.7806548370877539,558.4328862018265,27.46,253.952
2019-03-01,66.8,2.597120596654807,0.7753013161487484,558.708655222831,28.09,249.506
2019-04-01,70.66,2.599640827579063,0.7693742036805639,559.0139709246575,28.44,248.85
2019-05-01,69.13,2.602079760731568,0.7636382883887723,559.3094377328766,28.48,245.78000000000003
2019-06-01,61.3,2.6045999916558236,0.7577111759205878,559.6147534347032,28.18,243.82600000000002
2019-07-01,62.91,2.6070389248083288,0.7519752606287963,559.9102202429223,27.64,240.05
2019-08-01,58.92,2.6095591557325846,0.7460481481606116,560.2155359447489,26.9,234.78000000000003
2019-09-01,60.84,2.61207938665684,0.740121035692427,560.5208516465754,26.75,227.3
2019-10-01,58.47,2.614518319809345,0.7343851204006355,560.8163184547946,27.2,225.47600000000003
2019-11-01,61.41,2.6170385507336005,0.728458007932451,561.121634156621,27.22,215.2
2019-12-01,64.41,2.619477483886106,0.7227220926406595,561.4171009648402,27.12,207.398
2020-01-01,63.76,2.6219977148103615,0.7167949801724749,561.7224166666666,27.15,212.1
2020-02-01,54.51,2.6069333157146586,0.7056433655242159,561.9588810104736,27.12,210.92799999999997
2020-03-01,33.75,2.5928408133348078,0.695211209885522,562.1800895901639,27.76,211.846
2020-04-01,23.27,2.577776414239105,0.6840595952372629,562.4165539339708,28.18,210.62600000000003
2020-05-01,31.56,2.5631979635013282,0.6732677100937864,562.6453903957195,27.66,200.6
2020-06-01,40.14,2.5481335644056253,0.6621160954455274,562.8818547395264,27.39,203.25
2020-07-01,42.64,2.5335551136678487,0.6513242103020509,563.110691201275,26.99,218.83999999999997
2020-08-01,43.71,2.518490714572146,0.6401725956537919,563.3471555450819,26.26,236.97799999999998
2020-09-01,41.1,2.503426315476443,0.6290209810055328,563.5836198888888,25.89,243.702
2020-10-01,39.7,2.4888478647386663,0.6182290958620564,563.8124563506376,25.46,245.42
2020-11-01,42.58,2.4737834656429634,0.6070774812137973,564.0489206944444,25.28,245.92600000000002
2020-12-01,49.26,2.4592050149051867,0.5962855960703208,564.277757156193,25.44,256.63199999999995
2021-01-01,54.16,2.444140615809484,0.5851339814220619,564.5142215,25.55,272.88
2021-02-01,60.37,2.5231865836049128,0.5785479966997543,564.7226396525114,25.75,339.2780000000001
2021-03-01,63.95,2.594582941613688,0.57259936533767,564.9108883063926,26.48,352.428
2021-04-01,62.37,2.673628909409117,0.5660133806153624,565.1193064589041,27.1,358.0
2021-05-01,65.98,2.750125007275661,0.5596398470131293,565.3210014452054,27.47,382.87800000000004
2021-06-01,70.96,2.82917097507109,0.5530538622908217,565.5294195977169,27.45,427.1
2021-07-01,73.0,2.9056670729376344,0.5466803286885885,565.7311145840182,26.9,473.5
2021-08-01,68.85,2.9847130407330638,0.540094343966281,565.9395327365297,26.32,487.37800000000004
2021-09-01,72.24,3.0637590085284927,0.5335083592439733,566.1479508890411,26.17,504.0
2021-10-01,81.22,3.140255106395037,0.5271348256417402,566.3496458753425,25.77,583.08
2021-11-01,79.8,3.219301074190466,0.5205488409194327,566.5580640278539,25.76,650.44
2021-12-01,72.76,3.2957971720570107,0.5141753073171995,566.7597590141553,25.54,661.168
2022-01-01,83.11,3.3748431398524397,0.5075893225948919,566.9681771666666,25.6,635.78
2022-02-01,93.13,3.4741283874309556,0.5077618789360271,567.182012420548,25.86,627.1360000000001
2022-03-01,113.11,3.5638053852438087,0.5079177362764074,567.3751539401826,26.31,751.876
2022-04-01,102.68,3.6630906328223247,0.5080902926175426,567.5889891940639,26.7,837.3
2022-05-01,108.32,3.7591731304789535,0.5082572826250928,567.7959265365297,26.82,760.5
2022-06-01,115.73,3.8584583780574695,0.5084298389662281,568.009761790411,26.98,718.652
2022-07-01,106.48,3.954540875714098,0.5085968289737783,568.2166991328768,26.6,690.8
2022-08-01,97.75,4.053826123292614,0.5087693853149137,568.4305343867579,25.88,650.626
2022-09-01,90.63,4.15311137087113,0.5089419416560489,568.6443696406393,25.65,637.8
2022-10-01,90.59,4.249193868527758,0.5091089316635992,568.851306983105,25.73,595.25
2022-11-01,86.28,4.348479116106274,0.5092814880047344,569.0651422369863,25.8,548.5020000000001
2022-12-01,76.78,4.444561613762903,0.5094484780122847,569.272079579452,25.75,508.50200000000007
2023-01-01,80.03,4.543846861341419,0.5096210343534199,569.4859148333334,25.83,490.576
2023-02-01,81.21,4.385049287593199,0.5086674925634935,569.6979972990869,26.29,467.37600000000003
2023-03-01,77.52,4.241619220981903,0.5078062290113021,569.8895556552511,27.17,451.0
2023-04-01,83.83,4.082821647233683,0.5068526872213758,570.1016381210046,27.96,450.576
2023-05-01,75.08,3.9291465758644377,0.5059299048440278,570.306879216895,28.39,408.476
2023-06-01,74.67,3.770349002116218,0.5049763630541014,570.5189616826484,28.57,360.90999999999997
2023-07-01,80.46,3.6166739307469724,0.5040535806767534,570.7242027785388,28.32,373.87600000000003
2023-08-01,86.61,3.457876356998752,0.5031000388868272,570.9362852442922,28.2,412.878
2023-09-01,93.08,3.299078783250532,0.5021464970969008,571.1483677100457,28.32,413.78000000000003
2023-10-01,90.62,3.145403711881287,0.5012237147195528,571.3536088059361,28.44,420.72799999999995
2023-11-01,83.45,2.986606138133067,0.5002701729296265,571.5656912716895,28.72,428.90999999999997
2023-12-01,77.22,2.8329310667638214,0.4993473905522785,571.7709323675799,28.62,365.92600000000004
2024-01-01,78.86,2.6741334930156015,0.4983938487623522,571.9830148333334,28.35,366.20200000000006
2024-02-01,81.18,,,,28.27,366.264
2024-03-01,84.7,,,,28.41,369.9
2024-04-01,89.39,,,,28.59,353.0
2024-05-01,83.53,,,,28.16,340.24
2024-06-01,82.17,,,,27.9,363.1
2024-07-01,83.94,,,,27.34,368.15600000000006
2024-08-01,77.95,,,,26.73,368.44
2024-09-01,73.43,,,,26.45,367.20200000000006
2024-10-01,74.65,,,,26.44,376.514
2024-11-01,72.79,,,,26.45,370.26
2024-12-01,73.31,,,,26.0,368.566
